2,1000,1.00179,10
0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,1.000000,0.000000,0.000000,0.000000,10.000000,0.000000
0.001000,0.000001,-0.000100,0.000000,0.001000,-0.100000,0.000000,0.999950,0.010000,0.000000,-0.099998,9.999500,0.000000
0.002000,0.000002,-0.000200,0.000000,0.002000,-0.099990,0.000000,0.999800,0.019999,0.000000,-0.199986,9.997991,0.000000
0.003000,0.000004,-0.000300,0.000000,0.003000,-0.099970,0.000000,0.999550,0.029995,0.000000,-0.299954,9.995471,0.000000
0.004000,0.000008,-0.000400,0.000000,0.003999,-0.099939,0.000000,0.999200,0.039989,0.000000,-0.399890,9.991941,0.000000
0.005000,0.000012,-0.000500,0.000000,0.004998,-0.099899,0.000000,0.998750,0.049979,0.000000,-0.499784,9.987403,0.000000
0.006000,0.000018,-0.000600,0.000000,0.005997,-0.099848,0.000000,0.998201,0.059964,0.000000,-0.599627,9.981856,0.000000
0.007000,0.000024,-0.000700,0.000000,0.006995,-0.099788,0.000000,0.997551,0.069942,0.000000,-0.699407,9.975302,0.000000
0.008000,0.000032,-0.000799,0.000000,0.007993,-0.099717,0.000000,0.996802,0.079914,0.000000,-0.799115,9.967739,0.000000
0.009000,0.000040,-0.000899,0.000000,0.008989,-0.099636,0.000000,0.995953,0.089878,0.000000,-0.898739,9.959170,0.000000
0.010000,0.000050,-0.000999,0.000000,0.009985,-0.099545,0.000000,0.995004,0.099832,0.000000,-0.998270,9.949596,0.000000
0.011000,0.000060,-0.001098,0.000000,0.010980,-0.099445,0.000000,0.993956,0.109776,0.000000,-1.097698,9.939018,0.000000
0.012000,0.000072,-0.001197,0.000000,0.011974,-0.099334,0.000000,0.992809,0.119710,0.000000,-1.197011,9.927437,0.000000
0.013000,0.000084,-0.001297,0.000000,0.012966,-0.099213,0.000000,0.991562,0.129631,0.000000,-1.296200,9.914853,0.000000
0.014000,0.000098,-0.001396,0.000000,0.013957,-0.099082,0.000000,0.990217,0.139539,0.000000,-1.395254,9.901269,0.000000
0.015000,0.000112,-0.001495,0.000000,0.014947,-0.098941,0.000000,0.988772,0.149433,0.000000,-1.494163,9.886685,0.000000
0.016000,0.000128,-0.001594,0.000000,0.015936,-0.098790,0.000000,0.987228,0.159312,0.000000,-1.592917,9.871104,0.000000
0.017000,0.000144,-0.001692,0.000000,0.016922,-0.098629,0.000000,0.985586,0.169175,0.000000,-1.691505,9.854527,0.000000
0.018000,0.000162,-0.001791,0.000000,0.017907,-0.098458,0.000000,0.983845,0.179021,0.000000,-1.789917,9.836956,0.000000
0.019000,0.000180,-0.001889,0.000000,0.018890,-0.098277,0.000000,0.982006,0.188849,0.000000,-1.888144,9.818393,0.000000
0.020000,0.000199,-0.001988,0.000000,0.019872,-0.098087,0.000000,0.980069,0.198657,0.000000,-1.986174,9.798840,0.000000
0.021000,0.000220,-0.002086,0.000000,0.020851,-0.097886,0.000000,0.978034,0.208446,0.000000,-2.083998,9.778298,0.000000
0.022000,0.000241,-0.002183,0.000000,0.021828,-0.097676,0.000000,0.975901,0.218214,0.000000,-2.181606,9.756772,0.000000
0.023000,0.000263,-0.002281,0.000000,0.022803,-0.097455,0.000000,0.973671,0.227959,0.000000,-2.278986,9.734262,0.000000
0.024000,0.000287,-0.002378,0.000000,0.023776,-0.097225,0.000000,0.971343,0.237682,0.000000,-2.376131,9.710772,0.000000
0.025000,0.000311,-0.002475,0.000000,0.024746,-0.096985,0.000000,0.968919,0.247380,0.000000,-2.473028,9.686302,0.000000
0.026000,0.000336,-0.002572,0.000000,0.025714,-0.096736,0.000000,0.966397,0.257054,0.000000,-2.569669,9.660858,0.000000
0.027000,0.000362,-0.002669,0.000000,0.026679,-0.096476,0.000000,0.963779,0.266702,0.000000,-2.666043,9.634441,0.000000
0.028000,0.000390,-0.002765,0.000000,0.027641,-0.096207,0.000000,0.961065,0.276323,0.000000,-2.762140,9.607055,0.000000
0.029000,0.000418,-0.002861,0.000000,0.028601,-0.095928,0.000000,0.958255,0.285915,0.000000,-2.857951,9.578701,0.000000
0.030000,0.000447,-0.002957,0.000000,0.029557,-0.095640,0.000000,0.955350,0.295480,0.000000,-2.953465,9.549383,0.000000
0.031000,0.000477,-0.003052,0.000000,0.030511,-0.095342,0.000000,0.952348,0.305014,0.000000,-3.048673,9.519105,0.000000
0.032000,0.000508,-0.003148,0.000000,0.031461,-0.095034,0.000000,0.949252,0.314518,0.000000,-3.143564,9.487869,0.000000
0.033000,0.000540,-0.003243,0.000000,0.032408,-0.094717,0.000000,0.946061,0.323989,0.000000,-3.238130,9.455680,0.000000
0.034000,0.000573,-0.003337,0.000000,0.033352,-0.094390,0.000000,0.942776,0.333429,0.000000,-3.332359,9.422541,0.000000
0.035000,0.000606,-0.003431,0.000000,0.034293,-0.094054,0.000000,0.939397,0.342834,0.000000,-3.426244,9.388454,0.000000
0.036000,0.000641,-0.003525,0.000000,0.035230,-0.093708,0.000000,0.935924,0.352205,0.000000,-3.519773,9.353425,0.000000
0.037000,0.000677,-0.003619,0.000000,0.036163,-0.093353,0.000000,0.932357,0.361541,0.000000,-3.612937,9.317457,0.000000
0.038000,0.000713,-0.003712,0.000000,0.037093,-0.092989,0.000000,0.928698,0.370840,0.000000,-3.705727,9.280554,0.000000
0.039000,0.000751,-0.003805,0.000000,0.038019,-0.092615,0.000000,0.924946,0.380102,0.000000,-3.798134,9.242720,0.000000
0.040000,0.000790,-0.003897,0.000000,0.038941,-0.092232,0.000000,0.921102,0.389325,0.000000,-3.890146,9.203959,0.000000
0.041000,0.000829,-0.003989,0.000000,0.039859,-0.091840,0.000000,0.917166,0.398509,0.000000,-3.981757,9.164274,0.000000
0.042000,0.000869,-0.004081,0.000000,0.040773,-0.091438,0.000000,0.913139,0.407653,0.000000,-4.072955,9.123672,0.000000
0.043000,0.000910,-0.004172,0.000000,0.041683,-0.091027,0.000000,0.909020,0.416756,0.000000,-4.163731,9.082155,0.000000
